Authors,Reference,Year published,Report type,Country of study,Ocean,Region,Study type,Years of data,Focus species Common Name,Other Species,"Life stage studied (Adult, Juvenile, Larval, Egg)",Temperature information recorded,Depth distribution information was recorded,Role in ecosystem: Predator species identified,Role in ecosystem: Prey species identified,Sampling gear used,Hydroacoustic frequency,StockStructure,Distribution_DataType,Distribution_DistributionHabitatUse,GrowthLifeHistory_MassOrSize,GrowthLifeHistory_Condition,GrowthLifeHistory_Foraging,GrowthLifeHistory_Other,Survival_Survival&Mortality,Performance_Stress,Performance_Energy,Performance_Swimming,Performance_Other,Migration_Spawning,Migration_Other,Reproduction_Maturation,Reproduction_Spawning,Reproduction_EggAbundance,Reproduction_EggSizeOrWeight,Reproduction_Fecundity,Reproduction_Other,Productivity_BiomassOrAbundance,Productivity_Recruitment,Productivity_Other,URL,DFO_Region,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring landings for the 1977-78 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV3bSsQwEB2Kiyjrg1d0vRA_oEsvuT4urbu-yIIIPi5p06zCmor1_3HSTUUEfQ4kJExmzpxkzgDk2TSJf_kEnluqjOEqtTrJ6kpqY5nOa2a5ppT58udyIR9LVi7yhwiGRnWefLPdJq46i8mep9Vfpuv6h3gShluM-F4OFHE73svRbPlczAaDyiRXvqnl4Jo.",1980,organization report,Canada,Pacific,BC,distribution,1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"catch, CPUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101179.pdf,Pacific,,,,
"Nakashima, B. S., Taggart, C. T.","Nakashima, B. S., Taggart, C. T. 2002 Is beach-spawning success for capelin, Mallotus villosus (Müller), a function of the beach? ICES J Mar Sci 59: 897-908",2002,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),distribution,1 year,Capelin,no,Egg,no,no,no,no,sediment,NA,NA,standardized abundance,other pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring landings for the 1974-75 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB2KiyjrwU90_SD-gC5Nm6TJcWnd9SILInhc0qZZhTUV6__HTDcVEfQcSEiYTGZeZt4DyNJpEv_yCSKzTBkjFLU6SetKamO5zmpuhWaMY_tzuZCPJS8X2UMEg1Adgm-228RVZ32yh7D6y3Rd_yBPyqRAzWTvgn3c7u_laLZ8LmaDQaVSKBS1HFy.",1980,organization report,Canada,Pacific,BC,distribution,1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"catch, CPUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/38789.pdf,Pacific,,,,
"Nakashima, B. S., Wheeler, J. P.","Nakashima, B. S., Wheeler, J. P. 2002 Capelin (Mallotus villosus) spawning behaviour in Newfoundland waters - The interaction between beach and demersal spawning. ICES J Mar Sci 59: 909-916",2002,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),life history,< 5 years,Capelin,no,"Adult, Egg, Larval",yes,yes,no,no,"hydroacoustics, other, sediment","BioSonics, 120 kHz single-beam transducer",NA,standardized abundance,NA,NA,NA,NA,NA,temperature,NA,NA,NA,NA,temperature,NA,NA,NA,temperature,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring landings for the 1975-76 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV3dS8MwED-GQ5T54Cc6P4h_QEebpOn1cbRuvshABB9HmjZTmJlY_3-8dKmIoM-BhByXy_1-9wUg-CSOftkEzmPNMTUKhaykMIJwhVKYY6VUjJVnCso5PpZpORcPA-gH1XnyzbbrqGotgT1Pq79MVuZH8ySBGSEGj37Ib6d3OZwunotpr1AcVe6HWvamWRG.",1980,organization report,Canada,Pacific,BC,distribution,1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"catch, CPUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/38783.pdf,Pacific,,,,
"Nettleship, D. N.","Nettleship, D. N. 1990 The diet of Atlantic puffin chicks in Newfoundland before and after the initiation of an international Capelin fishery, 1967-1984. International Ornithological Congress, Standing Committee for the Coordination of Seabird Research. Special Symposium ""Seabirds as Monitors of Changing Marine Environments""",1990,organization report,Canada,Atlantic,Southern Newfoundland (Divs. 3NOPs),ecosystem,> 5 years,Capelin,yes,"Adult, Juvenile",no,no,yes,no,predator,NA,NA,abundance,NA,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,NA,NA,NLMar,,,,
"Nettleship, D. N.","Nettleship, D. N. 1990 The diet of Atlantic puffin chicks in Newfoundland before and after the initiation of an international Capelin fishery, 1967-1984. International Ornithological Congress, Standing Committee for the Coordination of Seabird Research. Special Symposium ""Seabirds as Monitors of Changing Marine Environments""",1990,organization report,Canada,Atlantic,Southern Newfoundland (Divs. 3NOPs),ecosystem,> 5 years,sand lances,no,not specified,no,no,yes,no,predator,NA,NA,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S., and Haist, V.","Hourston, A.S., and Haist, V. 1981. British Columbia herring landings for the 1980-81 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1dS8MwFL0UhyjzwU90fhB_QEaTNmnyOFo3X2Qggo8jbZopzFSs_x-TLBUR9DmQNCG9ueck51yAjE5T_Csm8MzkUmsuiVEpbWqhtGEqa5jhKs-Zlz9XC_FYsWqRPSQwFKrz5JvpN7jujQN7nlZ_ma6bH-ZJ7rhlJCivXd7u_svRbPlczoYNRQWXvqjlEJq.",1981,organization report,Canada,Pacific,BC,distribution,1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"catch, CPUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101327.pdf,Pacific,,,,
"Obradovich, S. G., Carruthers, E. H., Rose, G. A.","Obradovich, S. G., Carruthers, E. H., Rose, G. A. 2014 Bottom-up limits to Newfoundland capelin (Mallotus villosus) rebuilding: the euphausiid hypothesis. ICES J Mar Sci 71: 775-783",2014,journal paper,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs), Scotian Shelf (Divs. 4VWX)",ecosystem,1 year,Capelin,no,Adult,no,no,no,yes,bottom trawl,NA,NA,abundance,NA,NA,zooplankton (secondary productivity),NA,NA,NA,NA,zooplankton (secondary productivity),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
DFO,DFO 2013 Assessment of capelin in SA2 + Div. 3KL in 2013 CSAS Science Advisory Report 2013/011,2013,organization report,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),stock assessment,1 year,Capelin,no,"Adult, Juvenile, Larval",no,yes,yes,yes,"bottom trawl, pelagic trawl, hydroacoustics, plankton net, fixed gear, mobile gear",EK 60,NA,standardized abundance,NA,NA,not linked to a pressure,NA,NA,not linked to a pressure,NA,NA,NA,NA,not linked to a pressure,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1975-1976 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1bS8MwFD4MhyjzwSs6L8Qf0NHm1uRJRuvmiwxE8HGkTTMFzWT1_2NOTUUEfQmBQEJKcnK-r-d8B4DRSZr8sgmSOa6tlTpzJqV1pYx1wrBaOGk4F5j-XM7VQynKObsfQF-oDsk3174mVesC2ENa_Xmyqn-IJ7Hw2nGKkD347eFeDqeLp2LaHyiqpMailr1.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101184.pdf,Pacific,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1978-79 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB2KiyjrwU90_SD-gC5tmqTJcWnd9SILInhcpk2zCpoV6__HTG1FBL0FAgkJyWTey8wbgIxPk_iXTVCZE8ZaZVKHCa8rjdZJzGrpFAohKf25XOj7UpaL7C6CoVAdkW-ufYmr1gWwR7T603Rd_xBPCviKFLSCCQ5-e7iXo9nysZgNB4prZaio5WC.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl, other",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/38771.pdf,Pacific,,,,
"O'Driscoll, R L, Parsons, M J D, Rose, G A","O'Driscoll, R L, Parsons, M J D, Rose, G A 2001 Feeding of capelin (Mallotus villosus) in Newfoundland waters. SARSIA 86: 165-176",2001,journal paper,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs)",ecosystem,1 year,Capelin,no,"Adult, Juvenile",no,no,no,yes,"bottom trawl, hydroacoustics, other",NA,NA,"abundance , size",NA,not linked to a pressure,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1974-1975 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1LS8QwEB6KiyjrwSe6Pog_IEtfSZOTLK27XmRBBI9L2jSroK1s_f84U1MRQS8hEEhISObxZeYbgCSehvyXTJCJS7W1UkfOhHFVKmOdMEklnDRpKij9uVioh0IUi-Q-gKFQHYFvrnvlZefQ2SNY_Xm6rn6QJ6G6RY1POeZot-O7HM2WT_lsuFCxkpqKWg6.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101183.pdf,Pacific,,,,
"O'Driscoll, R L, Rose, G A, Anderson, J T, Mowbray, F","O'Driscoll, R L, Rose, G A, Anderson, J T, Mowbray, F 2000 Spatial association between cod and capelin: a perspective on the inshore offshore dichotomy. CSAS Res Doc 2000/083",2000,organization report,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),distribution,> 5 years,Capelin,no,not specified,no,yes,yes,no,"bottom trawl, hydroacoustics, other","Biosonics 102 dual-beam 38kHz, Simrad EK500 split-beam 38 kHz",NA,standardized abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1972-73 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB0WF1HWg5_o-kH8AV26SZpOj0vrrhdZEMHjkqbNKmhWrP8fZ2orIuitUGhIaCbz3kzeA1ByEke_YoKUsZWYOINKl1o5RbjCGMywNCbGkpmCYoH3RVIs1N0AeqM6Jt988xKVjSewx7T602TtfognKTQseEYhmPJ22pfD2fIxn_U_lESTsallH5o.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl, other",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/38810.pdf,Pacific,,,,
"O'Driscoll, R L, Rose","O'Driscoll, R L, Rose 2001 In situ acoustic target strength of juvenile capelin. ICES J Mar Sci 58: 342-345",2001,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),distribution,1 year,Capelin,no,Juvenile,no,yes,no,no,"hydroacoustics, pelagic trawl",Simrad EK500 38kHz transducer,NA,size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1973-1974 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1dS8MwFL0MhyjzwU90fhB_QEabpGn6JKN180UGIvg40rSZgmay-v_x3tqKCPpSAoV-hOTmnJObcwGkmET8V0wQIrLCJE4bqUolnUReobXJTKl1ZEpSCoq5eSiSYi7vB9AXqiPxzTevvGw8kj2S1Z8nK_fDPEmaFEkzmX0ibsd5OZwunvJpP6CE0RkVtex.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, pelagic trawl",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101182.pdf,Pacific,,,,
"O'Driscoll, R L, Schneider, D C, Rose, G A, Lilly, G R","O'Driscoll, R L, Schneider, D C, Rose, G A, Lilly, G R 2000 Potential contact statistics for measuring scale-dependent spatial pattern and association: an example of northern cod (Gadus morhua) and capelin (Mallotus villosus). CJFAS 57: 1355-1368",2000,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),distribution,> 5 years,Capelin,no,"Adult, Juvenile",no,no,yes,no,bottom trawl,NA,NA,standardized abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1970-1971 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB2KiyjrwU90_SD-gCxp0qbpSZbWXS-yIILHJU2bVdBWtv5_nKmtiKCXEAgkJCST914mMwBKTgX_ZROkFFaa2GmjoiJSTiGv0NqkptBamIKUgnxhHvI4X6j7AIZEdSS--faVF61Hskey-vN07X4ET8LbHREJmWDE7XguR7PlUzYbNpQ0OqWkloN.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,purse seine,NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101177.pdf,Pacific,,,,
"Paine, M D, Leggett, W C, McRuer, J K, Frank, K T","Paine, M D, Leggett, W C, McRuer, J K, Frank, K T 1988 Effects of chronic exposure to the water-soluble fraction (WSF) of Hibernia crude oil on capelin (Mallotus villosus ) embryos. Cdn Tech Report of Fisheries and Aquatic Sciences No. 1627",1988,organization report,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),performance,1 year,Capelin,no,Egg,no,no,no,no,other,NA,NA,NA,NA,other pressure,NA,NA,NA,other pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1977-1978 season. Nanaimo, B.C. Dept. of Fisheries and Oceans. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV3bSsQwEB2Kiyjrg1d0vRA_IEtvSZMnWVp3fZEFEXxc0qZZBW1l6__jTE1FBH0JgUBCSjI5czpzBiCJpyH_ZRNk4lJtrdSRM2FclcpYJ0xSCSdNmgpKfy4W6qEQxSK5D2AoVEfkm-teedk5dPaIVn-erqsf4kn4uiMiITlQxO14L0ez5VM-Gw5UrKSmopa.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl, other",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101185.pdf,Pacific,,,,
"Pálsson, J.","Pálsson, J. 1986 Quantitative studies on the helminth fauna of capelin (Mallotus villosus (Mueller)) in the Northwest Atlantic for the purpose of stock discrimination. Cdn Tech Report of Fisheries and Aquatic Sciences No. 1499",1986,organization report,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Gulf of St. Lawrence, Northern Gulf of St. Lawrence",stock structure,< 5 years,Capelin,no,Adult,no,no,no,no,"bottom trawl, purse seine, other",NA,other,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. British Columbia herring sampling data for the 1971-1972 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB2KiyjrwU90_SD-gCxNm6TJSZbWXS-yIILHJW2aVdBUtv5_zNRWRNBbIJCQkExmXmbeA0iTaUx_2QSZOq6tlZo5EydVqYx1wqSVcNJwLrD8uVioh0IUi_Q-gkGoDsE3177SsnUh2ENY_Xm6rn6QJ4XXPXgkSPYZ_PZwL0ez5VM-Gw5UoqRGUcv.",1980,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101181.pdf,Pacific,,,,
"Paredes, R., Jones, I. L., Boness, D. J., Tremblay, Y., Renner, M.","Paredes, R., Jones, I. L., Boness, D. J., Tremblay, Y., Renner, M. 2008 Sex-specific differences in diving behaviour of two sympatric Alcini species: thick-billed murres and razorbills. Cdn J Zool 86: 610-622",2008,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),ecosystem,< 5 years,Capelin,yes,not specified,no,yes,yes,no,predator,NA,NA,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Paredes, R., Jones, I. L., Boness, D. J., Tremblay, Y., Renner, M.","Paredes, R., Jones, I. L., Boness, D. J., Tremblay, Y., Renner, M. 2008 Sex-specific differences in diving behaviour of two sympatric Alcini species: thick-billed murres and razorbills. Cdn J Zool 86: 610-622",2008,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),ecosystem,< 5 years,sand lances,yes,not specified,no,yes,yes,no,predator,NA,NA,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S., and Haist, V.","Hourston, A.S., and Haist, V. 1981. British Columbia herring sampling data for the 1980-81 season. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8QwEB2KiyjrwU90_SD-gC5t89HkuLTuepEFETwuadOsgqay9eDPNxNbEUFvgULSlmQ673XmPQCaTZP4V0wQ1DJljFCp1UlWV1IbyzWtuRWaMY7tz-VC3pe8XNC7CAajOiTfbPcSV531YA9p9afpuv4hnkSxZyiY1vq83Z_L0Wz5WMyGDZVJodDUcgj.",1981,organization report,Canada,Pacific,BC,"life history, distribution",1 year,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, commercial pelagic trawl",NA,NA,"size , age , other",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pacific,,,,
"Payne, J, Andrews, C, Guiney, J, Whiteway, S","Payne, J, Andrews, C, Guiney, J, Whiteway, S 2006 Risks Assocoiated with Drilling Fluids at Petroleum Development Sites in the Offshore: Evaluation of the Potential for an Aliphatic Hydrocarbon Based Drilling Fluid to Produce Sedimentary Toxicity and for Barite to be Acutely Toxic to Plankton. Cdn Technical Report of Fisheries and Aquatic sciences. 2679",2006,organization report,Canada,Atlantic,Southern Newfoundland (Divs. 3NOPs),performance,1 year,Capelin,no,Larval,no,no,no,no,not specified,NA,NA,NA,NA,NA,NA,NA,NA,other pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1980. Timing of herring spawnings in British Columbia, 1942-1979. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1LSwMxEB6KRRR6UFS0Poh3U3aT3TTprezaehFBCh5LHpta0F3pCv59J-kqIugtEEjCMM8v8wDgbJTQXzqBsUQzmVsheWYybjnGFUJIJY0QiTQBKSjn8rHMyzm_78HXoLoAvvn2hZrWY7AXYPXn0cr-aJ7EJTq8IhSTo9-OctmfPjwV01hRhByA3gh6jnv.",1980,organization report,Canada,Pacific,BC,"life history, migration, distribution",> 5 years,Pacific Herring,no,"Adult, Egg",no,no,no,no,other,NA,NA,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/874.pdf,Pacific,,,,
"Penton, P. M., Davoren, Gail K., Montevecchi, W. A., Andrews, D. W.","Penton, P. M., Davoren, Gail K., Montevecchi, W. A., Andrews, D. W. 2012 Beach and demersal spawning in capelin (Mallotus villosus) on the northeast Newfoundland coast: Egg developmental rates and mortality. Cdn J Zool 90: 248-256",2012,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),life history,< 5 years,Capelin,no,Egg,yes,yes,no,no,sediment,NA,NA,standardized abundance,NA,NA,NA,NA,NA,temperature,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,other pressure,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1981. Summary tables for annual assessments of the status of British Columbia herring stocks in the 1970s. Dept. of Fisheries and Oceans, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1bS8MwFD4MhyjzwSs6L8Qf0NFb0uRxtG6-yEAFH0eaNHOgrdj5_z1J0yGCPoZcaGnynUvzfQcgiSdh8AsTWGJSoTUTkZFhrEoutaEyUdQwmabU0p-LOX8saDFPHgbQF6qzyTfTvgVlazDYs2n118lK_RBPQnOLFt8qbqPfjudyOF285NN-Q8WcCVvUsod.",1981,organization report,Canada,Pacific,BC,"life history, distribution",> 5 years,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets",NA,NA,"size , age , other , abundance , catch, standardized biomass",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/101187.pdf,Pacific,,,,
"Penton, P. M., Davoren, G. K.","Penton, P. M., Davoren, G. K. 2013 A common garden experiment on capelin (Mallotus villosus) early life history stages to examine use of beach and deep-water spawning habitats. JEMBE 439: 54-60",2013,journal paper,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),life history,1 year,Capelin,no,"Larval, Egg, Adult",yes,yes,no,no,"sediment, other, dipnet",NA,NA,abundance,NA,temperature,NA,NA,NA,temperature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temperature,NA,NA,NA,NA,NLMar,,,,
"Hourston, A.S.","Hourston, A.S. 1973. Revised records of British Columbia herring catches and age composition 1911-12 to 1971-72. Fisheries Research Board of Canada, Nanaimo, B.C. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1LSwMxEB6KRXwdFBWtD8YfkLJ5tNk9lq2tFxFEELyUpJtUQXbB7f_HmW0UEfQWCIRJyHwz8zEPAK2GmfiFCdKpcVUEsv7kMBtjKut8JNMYx8FwRyxmtuf543Q0nev7HnwNqmPyLbbvwreRgj2m1V-Hq-WP5kk6tzYruJic_HbSy_7k4bmcMPoawhfyHOU.",1973,organization report,Canada,Pacific,BC,"distribution, life history",> 5 years,Pacific Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets",NA,NA,"catch, age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://waves-vagues.dfo-mpo.gc.ca/Library/74061.pdf,Pacific,,,,
